list_name,name,label,,district,
sub_county_div_list,aroi,Aroi,,arua,
sub_county_div_list,ayivuni,Ayivuni,,arua,
sub_county_div_list,dadamu,Dadamu,,arua,
sub_county_div_list,oluko,Oluko,,arua,
sub_county_div_list,pajulu,Pajulu,,arua,
sub_county_div_list,aii-vu,Aii-Vu,,arua,
sub_county_div_list,bileafe,Bileafe,,arua,
sub_county_div_list,katrini,Katrini,,arua,
sub_county_div_list,manibe,Manibe,,arua,
sub_county_div_list,omugo,Omugo,,arua,
sub_county_div_list,odupi,Odupi,,arua,
sub_county_div_list,uriama,Uriama,,arua,
sub_county_div_list,ajia,Ajia,,arua,
sub_county_div_list,arivu,Arivu,,arua,
sub_county_div_list,logiri,Logiri,,arua,
sub_county_div_list,vurra,Vurra,,arua,
sub_county_div_list,rushasha,Rushasha,,isingiro,
sub_county_div_list,mbaare,Mbaare,,isingiro,
sub_county_div_list,kashumba,Kashumba,,isingiro,
sub_county_div_list,ngarama,Ngarama,,isingiro,
sub_county_div_list,kabingo,Kabingo,,isingiro,
sub_county_div_list,masha,Masha,,isingiro,
sub_county_div_list,kaberebere town council,Kaberebere Town Council,,isingiro,
sub_county_div_list,birere,Birere,,isingiro,
sub_county_div_list,nyamuyanja,Nyamuyanja,,isingiro,
sub_county_div_list,nyakitunda,Nyakitunda,,isingiro,
sub_county_div_list,isingiro town council,Isingiro Town Council,,isingiro,
sub_county_div_list,kikagate,Kikagate,,isingiro,
sub_county_div_list,kabuyanda,Kabuyanda,,isingiro,
sub_county_div_list,kabuyanda town council,Kabuyanda Town Council,,isingiro,
sub_county_div_list,ruborogota,Ruborogota,,isingiro,
sub_county_div_list,rugaaga,Rugaaga,,isingiro,
sub_county_div_list,endiinzi,Endiinzi,,isingiro,
sub_county_div_list,endiinzi town council,Endiinzi Town Council,,isingiro,
sub_county_div_list,kakamba,Kakamba,,isingiro,
sub_county_div_list,bwizi,Bwizi,,kamwenge,
sub_county_div_list,kahunge,Kahunge,,kamwenge,
sub_county_div_list,kamwenge,Kamwenge,,kamwenge,
sub_county_div_list,nkoma,Nkoma,,kamwenge,
sub_county_div_list,biguli,Biguli,,kamwenge,
sub_county_div_list,bihanga,Bihanga,,kamwenge,
sub_county_div_list,busiriba,Busiriba,,kamwenge,
sub_county_div_list,kamwenge town council,Kamwenge Town Council,,kamwenge,
sub_county_div_list,kabambiro,Kabambiro,,kamwenge,
sub_county_div_list,nkoma town council,Nkoma Town Council,,kamwenge,
sub_county_div_list,kahunge town council,Kahunge Town Council,,kamwenge,
sub_county_div_list,bugambe,Bugambe,,kikuube,
sub_county_div_list,buhimba,Buhimba,,kikuube,
sub_county_div_list,kabwoya,Kabwoya,,kikuube,
sub_county_div_list,kiziranfumbi,Kiziranfumbi,,kikuube,
sub_county_div_list,kyangwali,Kyangwali,,kikuube,
sub_county_div_list,buhimba town council,Buhimba Town Council,,kikuube,
sub_county_div_list,kikuube town council,Kikuube Town Council,,kikuube,
sub_county_div_list,kigumba town council,Kigumba Town Council,,kiryandongo,
sub_county_div_list,kiryandongo town council,Kiryandongo Town Council,,kiryandongo,
sub_county_div_list,masindi port,Masindi Port,,kiryandongo,
sub_county_div_list,bweyale town council,Bweyale Town Council,,kiryandongo,
sub_county_div_list,kigumba,Kigumba,,kiryandongo,
sub_county_div_list,mutunda,Mutunda,,kiryandongo,
sub_county_div_list,kiryandongo,Kiryandongo,,kiryandongo,
sub_county_div_list,ludara,Ludara,,koboko,
sub_county_div_list,abuku,Abuku,,koboko,
sub_county_div_list,northern divison,Northern Divison,,koboko,
sub_county_div_list,kuluba,Kuluba,,koboko,
sub_county_div_list,lobule,Lobule,,koboko,
sub_county_div_list,midia,Midia,,koboko,
sub_county_div_list,dranya,Dranya,,koboko,
sub_county_div_list,western division,Western Division,,koboko,
sub_county_div_list,southern division,Southern Division,,koboko,
sub_county_div_list,kakabara,Kakabara,,kyegegwa,
sub_county_div_list,kyegegwa town council,Kyegegwa Town Council,,kyegegwa,
sub_county_div_list,mpara,Mpara,,kyegegwa,
sub_county_div_list,hapuuyo,Hapuuyo,,kyegegwa,
sub_county_div_list,kasule,Kasule,,kyegegwa,
sub_county_div_list,kabweza kyegegwa,Kabweza Kyegegwa,,kyegegwa,
sub_county_div_list,ruyonza,Ruyonza,,kyegegwa,
sub_county_div_list,rwentuha,Rwentuha,,kyegegwa,
sub_county_div_list,kigambo,Kigambo,,kyegegwa,
sub_county_div_list,agoro,Agoro,,lamwo,
sub_county_div_list,lamwo town council,Lamwo Town Council,,lamwo,
sub_county_div_list,lokung,Lokung,,lamwo,
sub_county_div_list,padibe east,Padibe East,,lamwo,
sub_county_div_list,padibe town council,Padibe Town Council,,lamwo,
sub_county_div_list,padibe west,Padibe West,,lamwo,
sub_county_div_list,palabek gem,Palabek Gem,,lamwo,
sub_county_div_list,palabek kal,Palabek Kal,,lamwo,
sub_county_div_list,paloga,Paloga,,lamwo,
sub_county_div_list,palabek ogili,Palabek Ogili,,lamwo,
sub_county_div_list,madi  opei,Madi  Opei,,lamwo,
sub_county_div_list,anyiribu,Anyiribu,,madi okollo,
sub_county_div_list,offaka,Offaka,,madi okollo,
sub_county_div_list,okollo,Okollo,,madi okollo,
sub_county_div_list,pawor,Pawor,,madi okollo,
sub_county_div_list,rhino camp,Rhino Camp,,madi okollo,
sub_county_div_list,rigbo,Rigbo,,madi okollo,
sub_county_div_list,uleppi,Uleppi,,madi okollo,
sub_county_div_list,ewanga,Ewanga,,madi okollo,
sub_county_div_list,inde town council,Inde Town Council,,madi okollo,
sub_county_div_list,ogoko,Ogoko,,madi okollo,
sub_county_div_list,difule,Difule,,moyo,
sub_county_div_list,lefori,Lefori,,moyo,
sub_county_div_list,metu,Metu,,moyo,
sub_county_div_list,moyo,Moyo,,moyo,
sub_county_div_list,moyo town council,Moyo Town Council,,moyo,
sub_county_div_list,laropi,Laropi,,moyo,
sub_county_div_list,aliba,Aliba,,obongi,
sub_county_div_list,gimara,Gimara,,obongi,
sub_county_div_list,itula,Itula,,obongi,
sub_county_div_list,obongi town council,Obongi Town Council,,obongi,
sub_county_div_list,ariwa,Ariwa,,yumbe,
sub_county_div_list,drajini,Drajini,,yumbe,
sub_county_div_list,kei,Kei,,yumbe,
sub_county_div_list,kerwa,Kerwa,,yumbe,
sub_county_div_list,kochi,Kochi,,yumbe,
sub_county_div_list,kululu,Kululu,,yumbe,
sub_county_div_list,kuru,Kuru,,yumbe,
sub_county_div_list,lodonga,Lodonga,,yumbe,
sub_county_div_list,midigo,Midigo,,yumbe,
sub_county_div_list,odravu,Odravu,,yumbe,
sub_county_div_list,romogi,Romogi,,yumbe,
sub_county_div_list,apo,Apo,,yumbe,
sub_county_div_list,yumbe town council,Yumbe Town Council,,yumbe,
sub_county_div_list,amuru,Amuru,,amuru,
sub_county_div_list,amuru town council,Amuru Town Council,,amuru,
sub_county_div_list,attiak,Attiak,,amuru,
sub_county_div_list,lamogi,Lamogi,,amuru,
sub_county_div_list,pabo,Pabo,,amuru,
sub_county_div_list,kawempe division,Kawempe Division,,kampala,
sub_county_div_list,nakawa division,Nakawa Division,,kampala,
sub_county_div_list,makindye division,Makindye Division,,kampala,
sub_county_div_list,rubaga division,Rubaga Division,,kampala,
sub_county_div_list,central division,Central Division,,kampala,
sub_county_div_list,iyolwa,Iyolwa,,tororo,
sub_county_div_list,kwapa,Kwapa,,tororo,
sub_county_div_list,nagongera,Nagongera,,tororo,
sub_county_div_list,western division,Western Division,,tororo,
sub_county_div_list,nabuyoga,Nabuyoga,,tororo,
sub_county_div_list,kirewa,Kirewa,,tororo,
sub_county_div_list,mulanda,Mulanda,,tororo,
sub_county_div_list,rubongi,Rubongi,,tororo,
sub_county_div_list,mukuju,Mukuju,,tororo,
sub_county_div_list,eastern division,Eastern Division,,tororo,
sub_county_div_list,mella,Mella,,tororo,
sub_county_div_list,kisoko,Kisoko,,tororo,
sub_county_div_list,osukuru,Osukuru,,tororo,
sub_county_div_list,molo,Molo,,tororo,
sub_county_div_list,merikit,Merikit,,tororo,
sub_county_div_list,paya,Paya,,tororo,
sub_county_div_list,magola,Magola,,tororo,
sub_county_div_list,nagongera town council,Nagongera Town Council,,tororo,
sub_county_div_list,sop-sop,Sop-Sop,,tororo,
sub_county_div_list,malaba town council,Malaba Town Council,,tororo,
sub_county_div_list,petta,Petta,,tororo,
sub_county_div_list,alwi,Alwi,,pakwach,
sub_county_div_list,pakwach,Pakwach,,pakwach,
sub_county_div_list,pakwach town council,Pakwach Town Council,,pakwach,
sub_county_div_list,panyango,Panyango,,pakwach,
sub_county_div_list,panyimur,Panyimur,,pakwach,
sub_county_div_list,wadelai,Wadelai,,pakwach,
,,,,,
yn_list,yes,Yes,,,
yn_list,no,No,,,
,,,,,
sex_list,male,Male,,,
sex_list,female,Female,,,
,,,,,
marital_status_list,married,Married,,,
marital_status_list,single,Single,,,
marital_status_list,divorced,Divorced,,,
marital_status_list,widowed,Widowed,,,
marital_status_list,no_answer,I don't know or prefer not to answer,,,
,,,,,
nationality_list,burundian,Burundian,,,
nationality_list,congolese_drc,Congolese (DRC),,,
nationality_list,eritrean,Eritrean,,,
nationality_list,ethiopian,Ethiopian,,,
nationality_list,kenyan,Kenyan,,,
nationality_list,rwandan,Rwandan,,,
nationality_list,somalian,Somalian,,,
nationality_list,south_sudanese,South Sudanese,,,
nationality_list,sudanese,Sudanese,,,
nationality_list,ugandan,Ugandan,,,
nationality_list,other,Other,,,
nationality_list,no_answer,I don't know or prefer not to answer,,,
,,,,,
yn_dk_list,yes,Yes,,,
yn_dk_list,no,No,,,
yn_dk_list,no_answer,I don't know/don't remember/don't want to answer,,,
,,,,,
economic_activity_list,agriculture,Agriculture,,,
economic_activity_list,small_business_shop,Small business or Shop keeper,,,
economic_activity_list,market_seller,Market seller,,,
economic_activity_list,transport_service ,Transport service ,,,
economic_activity_list,health_worker,Health worker,,,
economic_activity_list,fishing,Fishing,,,
economic_activity_list,office_job,Office job,,,
economic_activity_list,education,Education,,,
economic_activity_list,casual_job,Casual job,,,
economic_activity_list,remittances,Remittances from abroad,,,
economic_activity_list,pension,Pension,,,
economic_activity_list,none,None,,,
economic_activity_list,other ,Other ,,,
,,,,,
inform_access_list,radio,Radio,,,
inform_access_list,mouth_word,Word of mouth,,,
inform_access_list,mob_loud_speaker,Mobile Loud Speaker or Community Drive,,,
inform_access_list,boda_boda_talk_talk,Boda boda talk talk,,,
inform_access_list,television,Television,,,
inform_access_list,social_media,Social media (Facebook / Instagram / Twitter),,,
inform_access_list,internet_research,Google / internet research,,,
inform_access_list,phone_text,Phone text/messages,,,
inform_access_list,phone_calls,Phone calls,,,
inform_access_list,calling_161,Calling 161 / interactive voice response ,,,
inform_access_list,printed_material,Printed material,,,
inform_access_list,home_visits ,Home visits ,,,
inform_access_list,community_meetings,Community meetings,,,
inform_access_list,other,Other,,,
,,,,,
inform_provider_list,friends_family,Friends/Family,,,
inform_provider_list,pres_address,Presidential address,,,
inform_provider_list,community_leaders,Community leaders,,,
inform_provider_list,religious_leaders,Religious leaders,,,
inform_provider_list,district_health_office,District Health Office / Local government,,,
inform_provider_list,vht_volunteers,Village Health Teams volunteers,,,
inform_provider_list,health_workers,Health workers,,,
inform_provider_list,school_teachers,School teachers,,,
inform_provider_list,moh_representatives,Ministry of Health representatives,,,
inform_provider_list,ngo ,NGO / International organization,,,
inform_provider_list,other ,Other ,,,
,,,,,
inform_covid_list,covid_19_and_symp,What is Covid-19 and its syntoms ,,,
inform_covid_list,covid_19_testing,Where to get a test for Covid-19,,,
inform_covid_list,risk_complications,Risk and possible complications of Covid-19,,,
inform_covid_list,transmission_protection,Transmission of Covid-19 and how to protect me / my family,,,
inform_covid_list,assistance_centre,"Where to get assistance for Covid-19 (mask / soap distribution/food aid, etc.)",,,
inform_covid_list,income_protection,How to protect my income during Covid-19,,,
inform_covid_list,covid_19_experiences ,Experiences of persons affected by Covid-19 ,,,
inform_covid_list,covid_19_family_expalnation,How to explain Covid-19 to my children / family members,,,
inform_covid_list,respect_social_distance,How to respect social distance in my house / community,,,
inform_covid_list,symptoms_reaction,What to do if I develop symptoms and how to safely take care of family members with Covid-19 symptoms,,,
inform_covid_list,covid_19_impact,Impact of Covid-19 on my District and on Uganda (# cases; # of death; # recovered),,,
inform_covid_list,other,Other ,,,
,,,,,
conflicting_inform_source_list,friends_family,Friends/Family,,,
conflicting_inform_source_list,pres_address,Presidential address,,,
conflicting_inform_source_list,community_leaders,Community leaders,,,
conflicting_inform_source_list,religious_leaders,Religious leaders,,,
conflicting_inform_source_list,local_gov,District Health Office / Local government,,,
conflicting_inform_source_list,vht_volunteers,Village Health Teams volunteers,,,
conflicting_inform_source_list,health_workers,Health workers,,,
conflicting_inform_source_list,school_teachers,School teachers,,,
conflicting_inform_source_list,moh_rep,Ministry of Health representatives,,,
conflicting_inform_source_list,ngos,NGO / International organization,,,
conflicting_inform_source_list,other,Other,,,
,,,,,
comm_freq_list,daily,At least once a day,,,
comm_freq_list,at_least_once_week,At least once a week,,,
comm_freq_list,at_least_every_2_weeks,At least once every two weeks,,,
comm_freq_list,monthly,At least once a month,,,
comm_freq_list,no_answer,I do not remember,,,
,,,,,
not_risk_perception_list,no_sick_person_known,I do not know anyone who got sick,,,
not_risk_perception_list,restrictions_more_dangerous,The restrictions are more dangerous than Covid-19,,,
not_risk_perception_list,prevent_home_remedies,I can prevent the virus through home remedies,,,
not_risk_perception_list,faith_prayer_prev,I will prevent it through prayer and faith,,,
not_risk_perception_list,africans_immune,Covid-19 does not affect Ugandas/Africans,,,
not_risk_perception_list,covid_in_urban,Covid-19 is only in the urban areas,,,
not_risk_perception_list,covid_treat_home,Covid-19 can be easily treated with home remedies,,,
not_risk_perception_list,gov_idea,It is a political plot by the government and not a real threat,,,
not_risk_perception_list,covid_weather_immune,It is too hot in Uganda to spread,,,
not_risk_perception_list,young_immune,"I am too young to be affected, as only old people get COVID-19 or die",,,
not_risk_perception_list,leader_influence,Leaders don’t believe that Covid 19 is a risk,,,
not_risk_perception_list,other,Other ,,,
,,,,,
information_feel_list,frustration,Frustration/Confusion,,,
information_feel_list,demotivated,I am not movitated to follow any recommendations,,,
information_feel_list,trust_lost,Lose of trust in these organization,,,
information_feel_list,covid_19_uncontrollable,No one knows how to control Covid-19 spread,,,
information_feel_list,nothing,Nothing specifc,,,
information_feel_list,other,Other,,,
,,,,,
education_level_list,no_formal_education,No formal education,,,
education_level_list,completed_primary,Incomplete primary school,,,
education_level_list,incomplete_primary,Completed primary school,,,
education_level_list,completed_secondary,Incomplete secondary school,,,
education_level_list,incomplete_secondary,Completed secondary school,,,
education_level_list,completed_university,Incomplete university,,,
education_level_list,incomplete_university,Completed university,,,
education_level_list,incomplete_professional_degree,"Incomplete professional degree (nursing, teaching, etc.)",,,
education_level_list,completed_professional_degree,"Completed professional degree (nursing, teaching, etc.)",,,
education_level_list,no_answer,I don't know or prefer not to answer,,,
,,,,,
communication_frequency_list,daily,Daily,,,
communication_frequency_list,more_than_once_week,More than once a week,,,
communication_frequency_list,once_week,Once a week,,,
communication_frequency_list,bi_weekly,Every two weeks,,,
communication_frequency_list,once_month,Once a month,,,
communication_frequency_list,less_often_than_once_month,Less often then once a month,,,
communication_frequency_list,do_not_know,I do not know/ I do not remember,,,
,,,,,
inform_barrier_list,information_unclear,Information is not clear enough,,,
inform_barrier_list,information_not_relevant,Information is not relevant,,,
inform_barrier_list,hard_hear_whole_mess,Can not hear the whole message as the truck with megaphones was moving,,,
inform_barrier_list,language_barrier,Can not find information in my language,,,
inform_barrier_list,limited_phone_access,Limited access to phone,,,
inform_barrier_list,limited_tv_access,Limited access to TV,,,
inform_barrier_list,limited_radio_access,Limited access to radio,,,
inform_barrier_list,limited_internet_access,Limited access to internet,,,
inform_barrier_list,no_home_visits,I did not receive any home-visits ,,,
inform_barrier_list,no_community_meetings,No community meetings were organized in my area,,,
inform_barrier_list,no_trusted_source,I do not know which source to trust,,,
inform_barrier_list,fear_health_facilities,Unwillingness to go to health facilities for fearing Covid-19 transmission,,,
inform_barrier_list,lack_awareness,I do not know where I can find information,,,
inform_barrier_list,difficulty_seeing,I have difficulties in hearing,,,
inform_barrier_list,difficulty_reading,I have difficulties in reading,,,
inform_barrier_list,other,Other,,,
,,,,,
covid_threat_list,strongly_agree,I strongly agree,,,
covid_threat_list,agree,Agree,,,
covid_threat_list,neutral,Neutral,,,
covid_threat_list,disagree,Disagree,,,
covid_threat_list,strongly_disagree,Strongly disagree,,,
,,,,,
covid_level_threat_list,very_serious_threat,Very serious threat,,,
covid_level_threat_list,serious_threat,Serious threat,,,
covid_level_threat_list,moderate_threat,Moderate threat,,,
covid_level_threat_list,little_threat,Lilttle threat,,,
,,,,,
covid_risk_perception_list,fear_sickness,I am afraid of getting sick,,,
covid_risk_perception_list,fear_fam_falling_sick,I am afraid that my family members could get sick,,,
covid_risk_perception_list,fear_death,I am afraid I could die,,,
covid_risk_perception_list,fear_job_loss,I am afraid of losing my job/income,,,
covid_risk_perception_list,health_care_mistrust,I am afraid I will not be able to get health care ,,,
covid_risk_perception_list,fear_community_rejection,I am afraid to be rejected by my community (social stigma),,,
covid_risk_perception_list,other,Other ,,,
,,,,,
restrictions_risk_reasons_list,no_safe_travel,I can no longer freely travel,,,
restrictions_risk_reasons_list,loose_family_friend_bond,They are negatively affecting my social relationships with friends and family,,,
restrictions_risk_reasons_list,loose_host_comm_bond,They are negatively affecting my relationship with the host community ,,,
restrictions_risk_reasons_list,child_out_school,My children are missing out on school ,,,
restrictions_risk_reasons_list,assist_acess_impossible,I am no longer able to access assistance or services,,,
restrictions_risk_reasons_list,high_commodity_px,Prices of goods I need are too high,,,
restrictions_risk_reasons_list,remitt_abroad_impossible,I have lost remittances from friends or family abroad ,,,
restrictions_risk_reasons_list,food_access_impossible,I am no longer able to access food and other necessities,,,
restrictions_risk_reasons_list,no_work_host_comm,I am no longer able to work for the host community,,,
restrictions_risk_reasons_list,closed_business,I have been forced to close/stop my business ,,,
restrictions_risk_reasons_list,other,Other (please specify),,,
,,,,,
protective_measures_list,wearing_masks,Wearing mask,,,
protective_measures_list,staying_home,Staying at home,,,
protective_measures_list,quarantine_sick,Quarantine if sick,,,
protective_measures_list,no_touch_soft_parts,"Avoid touching eyes, nose and mouth",,,
protective_measures_list,no_hand_shaking,Avoid hand shaking/greetings,,,
protective_measures_list,soap_hand_washing,Washing hands with soap,,,
protective_measures_list,coughing_in_elbow,Covering mouth and nose when coughing with elbow,,,
protective_measures_list,home_remedies,I am using home remedies,,,
protective_measures_list,social_distancing,Respecting social distance (1 meter from other),,,
protective_measures_list,crowdy_places_avoided,Avoiding crowded places,,,
protective_measures_list,hand_sanitizer,Hand sanitizer,,,
protective_measures_list,none,None,,,
protective_measures_list,other,Other,,,
protective_measures_list,no_answer,Prefer not to answer,,,
,,,,,
protective_reasons_list,for_protection,I am aware of risk and want to protect me/my family,,,
protective_reasons_list,community_at_risk,My district/community is high-risk,,,
protective_reasons_list,care_for_community,I care for my community,,,
protective_reasons_list,care_for_people,I care for people who are more vulnerable to Covid-19,,,
protective_reasons_list,fear_social_judgement,I am afraid of social judgement if I do not adopt them,,,
protective_reasons_list,fear_govt_fines,I am afraid of being fined or facing the consequencies if I do not respect government reccomendations,,,
protective_reasons_list,other,Other ,,,
,,,,,
protective_reasons_not_list,covid_19_hoax,I do not believe Covid-19 is a real risk,,,
protective_reasons_not_list,social_norms,Social norms of my culture make it difficult,,,
protective_reasons_not_list,mask_uncomfortable,Masks are uncomfortable,,,
protective_reasons_not_list,social_to_be_happy,I have to be social to stay happy,,,
protective_reasons_not_list,district_no_risk,My district is low / no risk,,,
protective_reasons_not_list,measures_not_effective,I do not think these measures are effective for protection from Covid-19,,,
protective_reasons_not_list,no_face_mask,I do not have a face-mask,,,
protective_reasons_not_list,no_water_access,I do not have enough access to water/soap,,,
protective_reasons_not_list,social_distancing_impossible,I am not social distancing because my house / community is very crowdy,,,
protective_reasons_not_list,work_daily,I need to leave home every day for work,,,
protective_reasons_not_list,leave_home_every_day,I need to leave home every day for home related activites (buying/look for food / collect water / collect fuel/firewood),,,
protective_reasons_not_list,walking_no_social_distancing,I can not respect social distance when I am working,,,
protective_reasons_not_list,other,Other ,,,
,,,,,
community_communication_list,hotline,Hotline (text / call),,,
community_communication_list,whatsapp,Whatsapp groups,,,
community_communication_list,social_media,"Social media (Facebook, Twitter, etc)",,,
community_communication_list,suggestion_box,Suggestion/complaints box,,,
community_communication_list,response_person_phone,Phone number / mail of persons involved in the Covid-19 respons,,,
community_communication_list,community_volunteers,Presence of volunteers ..VHT.. / persons/ local authorities involved in the Covid-19 response in the community,,,
community_communication_list,community_meetings,Community meetings with persons involved in the Covid-19 response,,,
community_communication_list,office_help_desk,Presence in the community of office / help desk/ information support to visit,,,
community_communication_list,community_leaders,Community leaders,,,
community_communication_list,other,Other ,,,
community_communication_list,none,None,,,
community_communication_list,do_not_know,No I do not know any,,,
,,,,,
reason_not_using_channel_list,no_inform_provision,I do not think they can provided me with information,,,
reason_not_using_channel_list,no_access_awareness,I do not know how to access to them,,,
reason_not_using_channel_list,language_unavailable,They are not available in my language,,,
reason_not_using_channel_list,no_phone_access,Do not have access to phone,,,
reason_not_using_channel_list,poor_network,Network in my area is poor,,,
reason_not_using_channel_list,live_too_far,Live too far from these channels,,,
reason_not_using_channel_list,fear_travelling,I am afraid to travel to use these channels,,,
reason_not_using_channel_list,air_time_not_enough,I do not have enough air time,,,
reason_not_using_channel_list,other,Other,,,
reason_not_using_channel_list,no_answer,Prefer not to answer,,,
,,,,,
reason_not_using_feedback_list,can_not_help,I do not think it can help me,,,
reason_not_using_feedback_list,fear_consequencies,I am afraid of consequences,,,
reason_not_using_feedback_list,channels_not_confid,Channels are not confidential,,,
reason_not_using_feedback_list,no_access_awareness,I do not know how to access to them,,,
reason_not_using_feedback_list,language_unavailable,They are not available in my language,,,
reason_not_using_feedback_list,no_phone_access,Do not have access to phone,,,
reason_not_using_feedback_list,poor_network,Network in my area is poor,,,
reason_not_using_feedback_list,live_too_far,Live too far from these channels,,,
reason_not_using_feedback_list,fear_travelling,I am afraid to travel to use these channels,,,
reason_not_using_feedback_list,air_time_not_enough,I do not have enough air time,,,
reason_not_using_feedback_list,other,Other ,,,
reason_not_using_feedback_list,no_answer,Prefer not to answer,,,
,,,,,
request_not_addressed_list,problem_not_solved,It did not solve my problem,,,
request_not_addressed_list,request_not_anonymous,I did not feel my request was confidential,,,
request_not_addressed_list,request_not_taken_serious,I did not feel my request was taken seriously,,,
request_not_addressed_list,felt_disrespected,I felt disrespected,,,
request_not_addressed_list,langauge_barrier,I did not fully understand due to a language barrier ,,,
request_not_addressed_list,not_welcomed,I did not feel welcome,,,
request_not_addressed_list,answer_late,The answer arrived too late,,,
request_not_addressed_list,no_follow_up,No follow-up after initial request ,,,
request_not_addressed_list,other,Other ,,,
,,,,,
answer_address_list,not_at_all,Not at all,,,
answer_address_list,not_completely,Not completely,,,
answer_address_list,somehow,Somehow,,,
answer_address_list,yes_mostly,"Yes, mostly",,,
answer_address_list,yes_completely,"Yes, completely ",,,
,,,,,
inform_reciept_change_list,no_changes,No changes at all,,,
inform_reciept_change_list,few_changes,Few changes,,,
inform_reciept_change_list,some_changes,Some changes,,,
inform_reciept_change_list,many_changes,Many changes,,,
inform_reciept_change_list,no_answer,I don't know or don't want to answer,,,
,,,,,
inform_change_aspect_list,communication_frequency,Frequency of communication,,,
inform_change_aspect_list,topic_information,Topic of information,,,
inform_change_aspect_list,source_inform,"Source of information (i.e. VHT, NGOs, etc.)",,,
inform_change_aspect_list,communication_channels,Channels of communication,,,
inform_change_aspect_list,communication_quality,Quality of the communication,,,
inform_change_aspect_list,other,Other,,,
,,,,,
changed_aspects_list,channels,Channels,,,
changed_aspects_list,person_org_feedback,Person / organization feedback is given too,,,
changed_aspects_list,time_answer,Time to get an answer,,,
changed_aspects_list,interaction_quality,Quality of the interaction,,,
changed_aspects_list,other,Other,,,
,,,,,
agency_trust_list,much_deteriorated,A lot deteriorated,,,
agency_trust_list,little_deteriorated,Little deteriorated,,,
agency_trust_list,same,Stayed the same,,,
agency_trust_list,little_improved,Little improved,,,
agency_trust_list,much_improved,A lot improved,,,
,,,,,
aid_agency_respect_list,not_at_all,Not at all,,,
aid_agency_respect_list,not_really,Not really,,,
aid_agency_respect_list,neutral,Neutral,,,
aid_agency_respect_list,mostly_yes,Mostly yes,,,
aid_agency_respect_list,very_much,Yes very much,,,
aid_agency_respect_list,no_answer,Do not want to answer,,,
,,,,,
aid_left_out_list,orphans,Orphans,,,
aid_left_out_list,pwd,People with disabilities,,,
aid_left_out_list,elderly,Old people,,,
aid_left_out_list,single_mothers,Single mothers,,,
aid_left_out_list,children_girls,Children (girls),,,
aid_left_out_list,children_boys,Children (boys),,,
aid_left_out_list,women,Women,,,
aid_left_out_list,men,Men,,,
aid_left_out_list,no_family,Persons without family,,,
aid_left_out_list,new_arrivals,New arrivals,,,
aid_left_out_list,old_case_lot,Old case lot,,,
aid_left_out_list,able_bodied_hh,Able-bodied households,,,
aid_left_out_list,other,Other,,,
,,,,,
not_welcome_reasons_list,verbal_harassment,I received verbal harassment,,,
not_welcome_reasons_list,physical_harassment,I received physical harassment,,,
not_welcome_reasons_list,sexual_harras,I received sexual harrassment,,,
not_welcome_reasons_list,conflict_land,Conflict over land,,,
not_welcome_reasons_list,conflict_firewood,Conflict over firewood,,,
not_welcome_reasons_list,no_longer_allowed,Not longer allowed in town/market,,,
not_welcome_reasons_list,not_interacting_socially,No longer interacting socially,,,
not_welcome_reasons_list,no_employment_host_community,No longer in employment by host community,,,
